"","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008289","lipid binding","57/1867","222/12387",2.37202695596514e-05,2.37202695596514e-05,0.000408416671365427,"33466/39329/37011/42313/31224/34012/35956/5740131/41370/2768718/35758/38273/40544/32746/35425/8673965/33552/38534/38651/14462845/36683/31573/39258/33473/33492/34543/39520/32703/34023/31664/38879/40152/33110/32290/43841/35340/38306/35929/42632/42412/37119/35058/39052/37218/246650/41085/43310/38782/40664/42371/41232/36028/43838/246587/40863/35540/42797",57
"GO:0019003","GDP binding","8/1867","11/12387",2.82532679468797e-05,2.82532679468797e-05,0.00046969135098624,"31332/30976/41203/50149/36776/40961/41140/38244",8
"GO:0001217","DNA-binding transcription repressor activity","21/1867","56/12387",3.21134390208418e-05,3.21134390208418e-05,0.000516068599001599,"38468/38638/38995/36240/41363/40789/34543/31523/44786/48317/33770/44505/33823/39228/31737/34483/40940/47285/43070/34881/31430",21
"GO:0030674","protein-macromolecule adaptor activity","38/1867","132/12387",3.84475605395635e-05,3.84475605395635e-05,0.000584910331776382,"38085/32987/41150/34119/31647/35956/38196/41427/36606/32544/42835/43434/44653/35594/43130/42504/49895/40233/45278/35864/34169/35420/41744/48785/39842/31620/3355084/42696/40373/32256/33211/36673/33467/37355/248102/42642/43770/41144",38
"GO:0015631","tubulin binding","43/1867","156/12387",3.9026308887845e-05,3.9026308887845e-05,0.000584910331776382,"36578/37410/43015/40319/43901/40928/37643/42379/32746/35532/32704/39153/36683/32946/39813/42978/40583/42846/43739/43737/45931/31240/33622/36311/47729/31620/39332/36668/41392/32119/36072/43310/34073/42871/32049/38515/38611/41952/43441/32478/40961/5740544/42889",43
"GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","29/1867","91/12387",4.12502264549719e-05,4.12502264549719e-05,0.000584910331776382,"40414/2768981/42767/38338/43580/32994/38752/43767/34673/35974/43769/36032/42757/31391/31802/36603/40940/47285/41944/37038/34881/35540/41612/31430/41273/45328/37978/41069/42428",29
"GO:0140297","DNA-binding transcription factor binding","29/1867","91/12387",4.12502264549719e-05,4.12502264549719e-05,0.000584910331776382,"35552/34969/32567/33496/3354888/38643/38070/38338/33212/33225/33218/31151/36171/31660/34908/41602/43767/35332/32976/45976/36390/117294/43769/31027/38082/34881/35540/34225/45328",29
"GO:0019901","protein kinase binding","28/1867","87/12387",4.56102849275437e-05,4.56102849275437e-05,0.000628255954791429,"3354888/38961/36643/36990/43130/38412/40700/42515/45278/33139/40201/34425/34169/43767/41034/32976/44355/39721/32256/38505/49070/43565/31945/44100/38244/41852/44531/33156",28
"GO:0016773","phosphotransferase activity, alcohol group as acceptor","70/1867","295/12387",5.00583472873562e-05,5.00583472873562e-05,0.000670372019228338,"40204/43828/40385/39329/44750/35900/3354888/32771/39555/34012/38070/40653/48448/42894/35950/36060/53425/34127/40391/41957/41020/40651/42836/39564/46234/32585/42160/33965/33139/40384/3885565/48973/43651/42064/41256/44096/40527/33431/3885567/39241/42567/32753/48311/45821/37455/32207/38017/36706/39732/38433/38411/40936/34348/32256/43428/42621/38890/31826/326219/40670/35417/34132/36727/37152/37247/45374/40143/318206/43794/3355134",70
"GO:0001216","DNA-binding transcription activator activity","29/1867","93/12387",6.44331517521445e-05,6.44331517521445e-05,0.000839555718420545,"40414/2768981/42767/38338/43580/32994/38752/43767/34673/35974/43769/36032/42757/31391/31802/36603/40940/47285/41944/37038/34881/35540/41612/31430/41273/45328/37978/41069/42428",29
"GO:0030234","enzyme regulator activity","99/1867","456/12387",7.44460350645327e-05,7.44460350645327e-05,0.0009444954033118,"40998/39385/32771/36554/31224/39858/32132/43832/40702/35473/37134/40205/39156/41414/40174/34032/41427/35359/36295/34974/35267/35425/33881/38178/43758/32752/35896/39693/47877/34264/37820/41960/40700/33046/42515/32797/35786/35648/40201/42971/43923/41034/45908/43118/38879/32898/32088/35034/42465/34968/32674/44071/36698/34924/40410/32799/32790/43312/39340/38017/35929/44115/36641/39629/41341/36334/33840/35378/40032/43781/246577/49070/46456/8674033/34803/31874/38714/41912/36329/10178934/34953/42371/32874/40741/40608/34030/45815/36881/40327/36583/37037/42817/43974/41390/53569/35287/5740235/33156/36333",99
"GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","20/1867","55/12387",8.18135701462651e-05,8.18135701462651e-05,0.00101135263500646,"38468/38638/38995/36240/41363/40789/34543/31523/44786/48317/33770/33823/39228/31737/34483/40940/47285/43070/34881/31430",20
"GO:0046982","protein heterodimerization activity","53/1867","213/12387",0.000110159292447967,0.000110159292447967,0.00132770936687287,"3772104/32567/42930/3772496/32114/3772166/3772502/32183/2768981/3772271/3772058/3772083/3772264/3771891/37027/35368/3772265/42560/32275/326273/35207/3772575/3772013/3772099/45234/35332/32976/44355/36654/37655/37336/3771957/36251/3772081/3771809/3772336/36382/3772248/31802/44885/3772094/3772203/37767/3772299/41825/39765/43229/35540/41612/34878/41273/3772276/32627",53
"GO:0004842","ubiquitin-protein transferase activity","46/1867","178/12387",0.000118678929537542,0.000118678929537542,0.00139550576965838,"36129/45775/41145/38961/5740853/35044/31713/38873/39035/41785/31214/36990/35076/31589/40610/33932/35170/34453/40144/44118/5740483/318246/33565/31905/39735/43810/39558/41080/32205/33901/39958/31746/42302/318953/32751/41085/37959/32510/32882/31277/38591/39885/40040/32796/38715/36425",46
"GO:1901981","phosphatidylinositol phosphate binding","24/1867","75/12387",0.000172035492761303,0.000172035492761303,0.00197474325024253,"33466/35956/5740131/41370/38273/32746/35425/8673965/38651/31573/39520/34023/38879/40152/33110/35340/38306/35929/35058/39052/41085/43310/40863/42797",24
"GO:0051020","GTPase binding","32/1867","112/12387",0.000177964719816116,0.000177964719816116,0.00199529600185511,"32850/39329/31639/39385/40620/35950/38721/37134/41427/33881/38178/33850/37521/37403/37524/42150/39206/35336/38879/36311/32898/32088/41425/39810/35340/40410/44115/41861/37536/33563/33814/42817",32
"GO:0016758","hexosyltransferase activity","33/1867","117/12387",0.000185696932470111,0.000185696932470111,0.0020346697385481,"33485/33807/33556/326151/34742/34835/40055/38374/37516/36614/19835383/36717/39608/34282/39262/43124/32836/31061/39265/33481/30970/31056/261610/318981/38346/38561/3772101/36564/41867/43563/33276/19835548/40314",33
"GO:0015079","potassium ion transmembrane transporter activity","21/1867","63/12387",0.000228288388369169,0.000228288388369169,0.00244575630112467,"42742/32606/42940/42473/32428/7354472/40551/39410/31955/48971/5740840/35111/45248/32780/33028/39453/5740325/3354991/8674091/35394/38133",21
"GO:0031267","small GTPase binding","31/1867","109/12387",0.000244139900834627,0.000244139900834627,0.00255872024215696,"32850/39329/31639/39385/40620/35950/38721/37134/41427/33881/38178/33850/37521/37403/37524/42150/39206/35336/38879/32898/32088/41425/39810/35340/40410/44115/41861/37536/33563/33814/42817",31
"GO:0005546","phosphatidylinositol-4,5-bisphosphate binding","10/1867","20/12387",0.000255093040651754,0.000255093040651754,0.00261663186155663,"35956/38273/32746/39520/33110/35340/38306/35058/39052/40863",10
"GO:0098631","cell adhesion mediator activity","9/1867","17/12387",0.000302701025171277,0.000302701025171277,0.00304028661246589,"36773/318841/35652/38788/46015/39873/44097/31364/2769008",9
"GO:1901702","salt transmembrane transporter activity","61/1867","264/12387",0.000320815759959297,0.000320815759959297,0.003112800990931,"59223/37953/38407/42742/32606/42940/35915/38504/34251/42473/36526/32428/36145/35513/7354472/41342/40551/8673965/43487/31071/39410/31317/34299/49297/36630/31955/38727/39662/48971/39255/5740840/35111/45248/37981/43636/39720/32780/42481/39054/31271/33028/39453/5740325/42350/37129/42268/3354991/8674091/41640/34991/42795/34921/40664/35394/32619/34557/41428/38133/36190/37772/43787",61
"GO:0008047","enzyme activator activity","41/1867","160/12387",0.000328764490513018,0.000328764490513018,0.003112800990931,"39385/36554/39858/43832/40702/34032/35359/36295/34974/35267/43758/39693/41960/33046/32797/35648/40201/41034/38879/32898/32088/34968/32674/36698/32799/32790/43312/38017/41341/35378/43781/34803/41912/42371/32874/40741/37037/41390/35287/5740235/33156",41
"GO:0022848","acetylcholine-gated monoatomic cation-selective channel activity","7/1867","11/12387",0.000329380575299986,0.000329380575299986,0.003112800990931,"31767/34304/32928/40521/42920/34826/42918",7
"GO:0008187","poly-pyrimidine tract binding","8/1867","14/12387",0.000335747530462864,0.000335747530462864,0.003112800990931,"38605/39919/37070/31086/32245/37914/31000/3772180",8
"GO:0061630","ubiquitin protein ligase activity","39/1867","151/12387",0.00038290150675938,0.00038290150675938,0.00348299682414689,"45775/41145/38961/5740853/35044/31713/38873/39035/36990/35076/31589/33932/35170/34453/40144/5740483/318246/33565/31905/39735/43810/39558/41080/32205/33901/39958/31746/42302/318953/41085/37959/32510/32882/31277/39885/40040/32796/38715/36425",39
"GO:0005231","excitatory extracellular ligand-gated monoatomic ion channel activity","10/1867","21/12387",0.000421489173472292,0.000421489173472292,0.00354592008501776,"31767/34304/36145/32928/40521/42920/39054/42350/34826/42918",10
"GO:0022843","voltage-gated monoatomic cation channel activity","15/1867","40/12387",0.000425211748528143,0.000425211748528143,0.00354592008501776,"42742/36526/32428/7354472/31955/5740840/37981/32780/33028/39453/5740325/8674091/34921/34557/38133",15
"GO:0005516","calmodulin binding","14/1867","36/12387",0.000426029396965699,0.000426029396965699,0.00354592008501776,"43828/34012/32624/43670/43442/35974/43841/34114/46456/8674098/35680/36776/42889/3355134",14
"GO:0015318","inorganic molecular entity transmembrane transporter activity","73/1867","332/12387",0.000429192929422482,0.000429192929422482,0.00354592008501776,"59223/37953/38407/38521/42742/32606/42940/35915/38504/34251/42473/36526/32428/36145/39587/35513/7354472/41342/40551/8673965/43487/31071/39410/41550/31317/34299/49297/31955/32786/38727/48971/39255/5740840/43442/35111/45248/37981/43636/39720/32780/36826/42481/39054/33028/45012/39453/39761/5740325/42759/42350/37129/42291/7354434/3354991/40679/8674091/41640/34991/8674066/34921/40664/35394/32619/34557/41428/37427/38133/36190/46069/31342/34997/37772/43787",73
"GO:0019787","ubiquitin-like protein transferase activity","48/1867","198/12387",0.000432831500946504,0.000432831500946504,0.00354592008501776,"36129/45775/41145/38961/5740853/35044/31713/38873/39035/41785/31214/36990/35076/31589/40610/33932/35170/34453/40144/44118/5740483/318246/33565/31905/39735/43810/39558/41080/32205/33901/39958/31746/42302/318953/32751/41085/37959/32510/32882/31277/38591/39885/40040/32796/38715/39217/42162/36425",48
"GO:0061659","ubiquitin-like protein ligase activity","41/1867","162/12387",0.00043394939031713,0.00043394939031713,0.00354592008501776,"45775/41145/38961/5740853/35044/31713/38873/39035/36990/35076/31589/33932/35170/34453/40144/5740483/318246/33565/31905/39735/43810/39558/41080/32205/33901/39958/31746/42302/318953/41085/37959/32510/32882/31277/39885/40040/32796/38715/39217/42162/36425",41
"GO:0005096","GTPase activator activity","25/1867","84/12387",0.000446980869072747,0.000446980869072747,0.00359153049184769,"39385/36554/43832/34032/35359/35267/43758/39693/41960/33046/40201/38879/32898/32088/32674/36698/32790/43781/34803/42371/32874/37037/41390/5740235/33156",25
"GO:0022890","inorganic cation transmembrane transporter activity","62/1867","274/12387",0.000518586954518535,0.000518586954518535,0.0040563424813495,"59223/37953/38407/38521/42742/32606/42940/35915/38504/34251/42473/36526/32428/35513/7354472/41342/40551/8673965/43487/39410/41550/31317/34299/49297/31955/48971/39255/5740840/43442/35111/45248/37981/39720/32780/36826/42481/33028/45012/39453/39761/5740325/42759/37129/42291/7354434/3354991/40679/8674091/34991/8674066/34921/40664/35394/32619/34557/38133/36190/46069/31342/34997/37772/43787",62
"GO:1902936","phosphatidylinositol bisphosphate binding","17/1867","49/12387",0.000521656271073112,0.000521656271073112,0.0040563424813495,"35956/5740131/38273/32746/8673965/38651/31573/39520/34023/40152/33110/35340/38306/35058/39052/40863/42797",17
"GO:0000146","microfilament motor activity","7/1867","12/12387",0.00068759944002004,0.00068759944002004,0.00525189680840529,"34012/35007/53515/35680/34882/42889/2768680",7
"GO:0046873","metal ion transmembrane transporter activity","48/1867","202/12387",0.000697195034827602,0.000697195034827602,0.00525189680840529,"59223/37953/38407/42742/32606/42940/35915/38504/34251/42473/36526/32428/35513/7354472/41342/40551/8673965/43487/39410/31317/34299/49297/31955/48971/39255/5740840/35111/45248/37981/39720/32780/42481/33028/39453/5740325/37129/3354991/8674091/34991/34921/40664/35394/32619/34557/38133/36190/37772/43787",48
"GO:0038023","signaling receptor activity","85/1867","405/12387",0.000730425021659912,0.000730425021659912,0.00526396101084525,"35832/43469/35900/32114/42956/39443/41638/31767/37556/44484/35398/42530/37191/43832/34304/5740629/53425/34127/35846/42473/36145/42523/38057/318046/32928/42656/39564/42160/31169/42452/35652/5740590/41726/36703/43253/31162/36790/43414/44096/35259/40521/35332/32976/35958/44355/39516/37892/40285/41713/43442/41104/40195/42920/34642/33248/39873/40912/33007/37455/33823/39054/42258/40090/42350/32803/8674066/34826/43223/3346150/31293/2768688/34553/35394/43838/31408/33942/35540/34878/41017/33062/36073/32860/42918/31168/43729",85
"GO:0060089","molecular transducer activity","85/1867","405/12387",0.000730425021659912,0.000730425021659912,0.00526396101084525,"35832/43469/35900/32114/42956/39443/41638/31767/37556/44484/35398/42530/37191/43832/34304/5740629/53425/34127/35846/42473/36145/42523/38057/318046/32928/42656/39564/42160/31169/42452/35652/5740590/41726/36703/43253/31162/36790/43414/44096/35259/40521/35332/32976/35958/44355/39516/37892/40285/41713/43442/41104/40195/42920/34642/33248/39873/40912/33007/37455/33823/39054/42258/40090/42350/32803/8674066/34826/43223/3346150/31293/2768688/34553/35394/43838/31408/33942/35540/34878/41017/33062/36073/32860/42918/31168/43729",85
"GO:0098960","postsynaptic neurotransmitter receptor activity","16/1867","46/12387",0.00073155266013166,0.00073155266013166,0.00526396101084525,"31767/44484/34304/42473/36145/32928/41726/40521/37892/42920/33007/39054/42350/34826/35394/42918",16
"GO:0016301","kinase activity","78/1867","366/12387",0.000746736094523259,0.000746736094523259,0.00529419707881815,"40204/43828/40385/39329/44750/35900/3354888/32771/33137/39555/34012/38070/40653/48448/42894/35950/3346224/36060/53425/34127/317907/40391/41957/41020/40651/42836/39564/46234/32585/42160/33965/44861/33139/40384/3885565/48973/43651/43739/42064/41256/44096/40527/33431/3885567/39241/42567/32753/48311/43057/45821/37455/32207/38017/36706/39732/38433/38411/40936/34348/32256/43428/38890/31826/40640/326219/40670/35417/34132/36727/33459/37152/37247/45374/40143/318206/43794/3355134/39029",78
"GO:0004672","protein kinase activity","51/1867","219/12387",0.000791431823482278,0.000791431823482278,0.00552976010915154,"43828/40385/35900/3354888/32771/34012/38070/40653/48448/35950/53425/34127/40391/41957/41020/40651/39564/42160/33965/33139/40384/48973/43651/42064/41256/44096/40527/3885567/39241/42567/32753/48311/45821/37455/32207/38017/36706/39732/38433/34348/32256/43428/38890/34132/36727/37152/37247/40143/318206/43794/3355134",51
"GO:0016755","aminoacyltransferase activity","48/1867","204/12387",0.000876845551055736,0.000876845551055736,0.00603902650200793,"36129/45775/41145/38961/5740853/35044/31713/38873/39035/41785/31214/36990/35076/31589/40610/33932/35170/34453/40144/44118/5740483/318246/33565/31905/39735/43810/39558/41080/32205/33901/39958/31746/42302/318953/32751/41085/37959/32510/32882/31277/38591/39885/40040/32796/38715/39217/42162/36425",48
"GO:0008017","microtubule binding","33/1867","128/12387",0.00107351128906542,0.00107351128906542,0.00728937242982898,"36578/37410/40319/43901/40928/37643/42379/32746/39153/32946/42978/40583/42846/43739/45931/31240/33622/31620/39332/36668/41392/32119/43310/34073/42871/32049/38515/38611/41952/43441/32478/5740544/42889",33
"GO:0044325","transmembrane transporter binding","7/1867","13/12387",0.00129635440770187,0.00129635440770187,0.0086802678176529,"32428/33923/31955/42150/33028/39453/43770",7
"GO:0005267","potassium channel activity","15/1867","44/12387",0.00134427578181225,0.00134427578181225,0.00887784150064905,"42742/32606/42940/42473/32428/7354472/31955/5740840/32780/33028/39453/5740325/8674091/35394/38133",15
"GO:0004930","G protein-coupled receptor activity","30/1867","115/12387",0.00144831320441046,0.00144831320441046,0.0094096082259726,"35832/41638/42530/37191/5740629/35846/42523/38057/318046/31169/42452/41726/43253/37892/41713/40195/34642/33248/33007/42258/32803/3346150/2768688/43838/31408/33942/34878/41017/32860/31168",30
"GO:0015075","monoatomic ion transmembrane transporter activity","82/1867","397/12387",0.00146383097401866,0.00146383097401866,0.0094096082259726,"2768714/59223/37953/31767/44484/38407/38521/42742/34304/32606/42940/35915/38504/34251/42473/36526/32428/36145/35513/318916/7354472/41342/40551/8673965/43487/31071/32928/36095/39410/41550/31317/34299/49297/31955/32468/38727/48971/39255/5740840/40521/43442/40152/42920/35111/45248/37981/39720/32780/36826/42481/39054/33028/45012/39453/39761/5740325/42759/42350/37129/42291/7354434/3354991/40679/8674091/34991/8674066/34826/34921/37614/40664/35394/32619/34557/41428/38133/36190/46069/42918/31342/34997/37772/43787",82
"GO:0030276","clathrin binding","10/1867","24/12387",0.00152171116401454,0.00152171116401454,0.00965296001549392,"32987/41150/42835/33473/41744/32290/42632/33211/40863/42642",10
"GO:0000149","SNARE binding","16/1867","49/12387",0.00158276804027304,0.00158276804027304,0.00990988055290571,"38085/38196/40233/33434/33473/33409/64877/32947/32290/43841/3355084/40373/37021/34735/40863/33156",16
"GO:0008194","UDP-glycosyltransferase activity","28/1867","106/12387",0.00167572033990848,0.00167572033990848,0.0103573537878284,"33807/33556/326151/34742/40055/37516/36614/36717/39608/34282/39262/43124/32836/31061/39265/38288/30970/31056/35138/42774/261610/44058/318981/38346/38561/3772101/43563/40314",28
"GO:0005216","monoatomic ion channel activity","57/1867","259/12387",0.00170072080413303,0.00170072080413303,0.0103788158333501,"2768714/59223/37953/31767/44484/42742/34304/32606/42940/38504/42473/36526/32428/36145/7354472/40551/8673965/43487/31071/32928/36095/34299/31955/32468/38727/5740840/40521/40152/42920/45248/37981/39720/32780/39054/33028/39453/39761/5740325/42759/42350/42291/7354434/3354991/8674091/34991/8674066/34826/34921/37614/40664/35394/32619/34557/41428/38133/46069/42918",57
"GO:0015267","channel activity","60/1867","277/12387",0.00194357078902314,0.00194357078902314,0.0115679716877531,"2768714/59223/37953/31767/44484/31646/42742/34304/32606/42940/38504/42473/36526/32428/36145/7354472/40551/8673965/43487/31071/32928/36095/45382/34299/31955/32468/38727/5740840/40521/40152/42920/45248/37981/39720/32780/39054/33028/39453/39761/5740325/42759/42350/42291/7354434/3354991/8674091/34991/8674066/34826/34921/37614/40664/35394/32619/34557/41428/38133/33062/46069/42918",60
"GO:0022803","passive transmembrane transporter activity","60/1867","277/12387",0.00194357078902314,0.00194357078902314,0.0115679716877531,"2768714/59223/37953/31767/44484/31646/42742/34304/32606/42940/38504/42473/36526/32428/36145/7354472/40551/8673965/43487/31071/32928/36095/45382/34299/31955/32468/38727/5740840/40521/40152/42920/45248/37981/39720/32780/39054/33028/39453/39761/5740325/42759/42350/42291/7354434/3354991/8674091/34991/8674066/34826/34921/37614/40664/35394/32619/34557/41428/38133/33062/46069/42918",60
"GO:0005244","voltage-gated monoatomic ion channel activity","16/1867","50/12387",0.0020072006062757,0.0020072006062757,0.0116588189939666,"42742/36526/32428/7354472/31955/5740840/37981/32780/33028/39453/5740325/8674091/34921/34557/41428/38133",16
"GO:0022832","voltage-gated channel activity","16/1867","50/12387",0.0020072006062757,0.0020072006062757,0.0116588189939666,"42742/36526/32428/7354472/31955/5740840/37981/32780/33028/39453/5740325/8674091/34921/34557/41428/38133",16
"GO:0140312","cargo adaptor activity","7/1867","14/12387",0.00225696128494088,0.00225696128494088,0.0129534870739715,"32987/41150/31647/42835/41744/33211/42642",7
"GO:0019001","guanyl nucleotide binding","39/1867","165/12387",0.00233362678095768,0.00233362678095768,0.0132359265099519,"36578/14462605/40848/42934/34636/31332/38084/36384/33418/43901/43771/30976/40359/3771960/39666/34658/41203/43739/37888/39594/36127/37119/37132/42670/35221/37131/33988/36992/40652/34803/50149/37614/31945/36776/40961/31344/36104/41140/38244",39
"GO:0032561","guanyl ribonucleotide binding","38/1867","160/12387",0.00240872638318831,0.00240872638318831,0.013503019381888,"36578/14462605/40848/42934/34636/31332/38084/33418/43901/43771/30976/40359/3771960/39666/34658/41203/43739/37888/39594/36127/37119/37132/42670/35221/37131/33988/36992/40652/34803/50149/37614/31945/36776/40961/31344/36104/41140/38244",38
"GO:0030594","neurotransmitter receptor activity","18/1867","60/12387",0.00244430098080571,0.00244430098080571,0.0135449467538901,"31767/44484/37191/34304/42473/36145/32928/41726/40521/37892/42920/33007/39054/42350/34826/35394/41017/42918",18
"GO:0099529","neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential","13/1867","38/12387",0.0026709113969459,0.0026709113969459,0.0144680948527643,"31767/44484/34304/42473/36145/32928/40521/42920/39054/42350/34826/35394/42918",13
"GO:1904315","transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential","13/1867","38/12387",0.0026709113969459,0.0026709113969459,0.0144680948527643,"31767/44484/34304/42473/36145/32928/40521/42920/39054/42350/34826/35394/42918",13
"GO:0035615","clathrin adaptor activity","6/1867","11/12387",0.00271160339624323,0.00271160339624323,0.0144815134897276,"32987/41150/42835/41744/33211/42642",6
"GO:0015085","calcium ion transmembrane transporter activity","17/1867","56/12387",0.00277607659186288,0.00277607659186288,0.0144815134897276,"59223/37953/42473/36526/40551/8673965/49297/45248/39720/42481/3354991/34991/34921/40664/34557/36190/43787",17
"GO:0000900","mRNA regulatory element binding translation repressor activity","8/1867","18/12387",0.00278394437354043,0.00278394437354043,0.0144815134897276,"326255/42752/41591/39018/43087/31000/41094/3772180",8
"GO:0005525","GTP binding","37/1867","156/12387",0.00279354086641361,0.00279354086641361,0.0144815134897276,"36578/14462605/40848/42934/34636/31332/38084/33418/43901/43771/30976/40359/3771960/39666/34658/41203/43739/37888/39594/36127/37119/37132/42670/35221/37131/33988/36992/40652/34803/50149/31945/36776/40961/31344/36104/41140/38244",37
"GO:0051015","actin filament binding","23/1867","85/12387",0.00299723275753401,0.00299723275753401,0.0153721456097489,"32746/34850/37521/39520/34170/40517/37230/31620/35007/33110/38306/33444/35058/32119/38490/53515/42491/35680/34882/42889/41852/2768680/41144",23
"GO:0005249","voltage-gated potassium channel activity","11/1867","31/12387",0.00405506609132471,0.00405506609132471,0.0205786179482185,"42742/32428/7354472/31955/5740840/32780/33028/39453/5740325/8674091/38133",11
"GO:0042393","histone binding","23/1867","87/12387",0.00411788877757942,0.00411788877757942,0.0206797484663528,"31948/37024/34119/40358/33505/33185/44879/41034/43343/39551/3355109/42696/43730/44451/37767/33015/33906/40170/37043/41168/40850/38865/42428",23
"GO:0001727","lipid kinase activity","8/1867","19/12387",0.00418009047021595,0.00418009047021595,0.0207757073831677,"39329/42836/3885565/31826/40640/326219/40670/45374",8
"GO:0016757","glycosyltransferase activity","40/1867","176/12387",0.00434017560901025,0.00434017560901025,0.0213512398380955,"33485/33807/33556/326151/34742/34835/40055/38374/37516/36614/43240/19835383/36717/39608/34282/39262/43124/38315/32836/31061/39265/33481/38288/3355109/30970/31056/35138/42774/261610/44058/318981/38346/38561/3772101/36564/41867/43563/33276/19835548/40314",40
"GO:0030545","signaling receptor regulator activity","29/1867","118/12387",0.00444346739426249,0.00444346739426249,0.0216385759337823,"42313/34192/42709/35253/39833/2768718/34688/36295/250710/35975/42560/42737/32813/32876/33995/3346149/45845/59235/38047/19835010/34009/41912/42101/39151/41170/36054/31712/43804/39149",29
"GO:0004653","polypeptide N-acetylgalactosaminyltransferase activity","6/1867","12/12387",0.00473560735246643,0.00473560735246643,0.0222940524700585,"33556/326151/36717/32836/261610/38346",6
"GO:0070717","poly-purine tract binding","6/1867","12/12387",0.00473560735246643,0.00473560735246643,0.0222940524700585,"38605/37070/31086/37914/33968/3772180",6
"GO:0098632","cell-cell adhesion mediator activity","6/1867","12/12387",0.00473560735246643,0.00473560735246643,0.0222940524700585,"318841/35652/38788/46015/31364/2769008",6
"GO:0003714","transcription corepressor activity","16/1867","54/12387",0.00476304155937821,0.00476304155937821,0.0222940524700585,"41151/33212/34655/38695/34893/31251/36171/33669/34908/41602/32574/32205/36382/43730/41134/34225",16
"GO:0004674","protein serine/threonine kinase activity","40/1867","177/12387",0.00481160730845508,0.00481160730845508,0.0223048193043768,"43828/40385/35900/3354888/32771/34012/38070/40653/48448/35950/40391/41957/40651/33139/40384/43651/42064/41256/44096/40527/3885567/39241/42567/32753/48311/32207/38017/36706/39732/38433/34348/43428/38890/36727/37152/37247/40143/318206/43794/3355134",40
"GO:0005085","guanyl-nucleotide exchange factor activity","22/1867","84/12387",0.00558241018887042,0.00558241018887042,0.0256315174586732,"31224/37134/40205/41427/35425/33881/38178/38879/40410/35929/44115/36641/41341/33840/31874/40608/34030/36881/40327/42817/43974/5740235",22
"GO:0016849","phosphorus-oxygen lyase activity","10/1867","28/12387",0.00574607109722538,0.00574607109722538,0.0261340671552058,"35419/39835/39238/43682/53432/34689/39516/40180/34553/41825",10
"GO:0017111","ribonucleoside triphosphate phosphatase activity","69/1867","342/12387",0.00595878110399511,0.00595878110399511,0.0268482217966528,"36578/53434/14462605/42934/34636/31332/38084/36384/33418/34140/41694/33505/43771/30976/40359/45894/3771960/39666/34658/49297/33185/41203/33541/42846/37888/48971/35690/39594/43391/39922/42362/36390/38824/36127/39557/39332/31271/43080/47091/36488/261626/37132/43310/43772/42670/35221/33988/36992/32049/40652/34803/38515/38611/50149/33544/31945/36776/33796/40961/40170/31344/41825/44637/36104/36583/41140/38244/43787/32627",69
"GO:0003924","GTPase activity","34/1867","147/12387",0.00612058647540436,0.00612058647540436,0.0273219162352358,"36578/14462605/42934/34636/31332/38084/36384/33418/43771/30976/40359/3771960/39666/34658/41203/37888/39594/36127/37132/42670/35221/33988/36992/40652/34803/50149/31945/36776/40961/31344/41825/36104/41140/38244",34
"GO:0045296","cadherin binding","6/1867","13/12387",0.00768353844797889,0.00768353844797889,0.0339841681233639,"41718/31151/40517/34882/40327/35070",6
"GO:0019905","syntaxin binding","9/1867","25/12387",0.00816546614887807,0.00816546614887807,0.0357874018773795,"38196/40233/33434/33473/64877/32947/43841/3355084/33156",9
"GO:0004222","metalloendopeptidase activity","16/1867","57/12387",0.00840824285411737,0.00840824285411737,0.0360044150383032,"3772109/36908/33005/42449/49580/35748/36740/31490/39922/34189/43501/39533/40588/37949/35997/43558",16
"GO:0005112","Notch binding","7/1867","17/12387",0.00845772698308565,0.00845772698308565,0.0360044150383032,"42313/31589/34170/39958/42801/34263/36564",7
"GO:0001671","ATPase activator activity","8/1867","21/12387",0.00851370774814026,0.00851370774814026,0.0360044150383032,"35698/40233/35408/39688/33953/38204/33952/35287",8
"GO:0008227","G protein-coupled amine receptor activity","8/1867","21/12387",0.00851370774814026,0.00851370774814026,0.0360044150383032,"37191/42523/42452/41726/37892/33007/42258/41017",8
"GO:0019208","phosphatase regulator activity","11/1867","34/12387",0.00890855963608946,0.00890855963608946,0.0373466390236062,"40702/39156/41414/47877/37820/35034/43312/40032/49070/46456/38714",11
"GO:0016772","transferase activity, transferring phosphorus-containing groups","88/1867","460/12387",0.00934576059056428,0.00934576059056428,0.0388417273183162,"40204/43828/40385/39329/44750/35900/3354888/32771/33137/39555/40438/34012/38070/33903/40653/48448/42894/35950/33712/3346224/36060/53425/34127/317907/40391/41957/41020/40651/326259/42836/39564/46234/32585/42160/33965/41741/44861/33139/40384/3885565/48973/43651/43739/42064/41256/44096/40527/30973/33431/3885567/39241/42567/32753/246653/48311/43057/45821/37455/32207/38017/36706/39732/38433/34716/38411/39132/40936/34348/32256/43428/42621/38890/31826/40640/326219/40670/35417/34132/36727/33459/37152/37247/45374/40143/318206/43794/3355134/39029",88
